,convp-tval,convp-pval,convr-tval,convr-pval
layouts/contestClassic.lay,-10.92941617678785,6.373284394874536e-15,49.30291743971816,4.468794387893044e-43
layouts/dense_complex.lay,-10.198551942216957,6.627174057491205e-14,54.31246363382297,4.653346937359447e-45
layouts/dense_simple.lay,-3.11152470200847,0.0015656014680134425,-0.738798579734895,0.7681866246447464
layouts/mediumClassic.lay,-4.679260571478762,1.1904825501345107e-05,10.076368690236785,9.866456987068779e-14
layouts/medium_complex.lay,-6.101548873183269,8.770128038325862e-08,68.28115207472416,9.052149168525868e-50
layouts/powerClassic.lay,-11.788527465282698,4.4340356067141146e-16,20.737296768365766,6.649481598225115e-26
layouts/sparse_complex.lay,-14.324827709205321,2.9396364263987473e-19,81.59228995836042,1.8848418153110835e-53
layouts/sparse_simple.lay,-5.949028400735636,1.4996131275077617e-07,2.404806315167954,0.01004330926481171
layouts/trickyClassic.lay,-13.387411706824889,4.001326612341875e-18,31.356350553427614,6.270547651476332e-34
